OverTime,MonthlyIncome,Age,TotalWorkingYears,YearsAtCompany,JobSatisfaction,MaritalStatus_Married,MaritalStatus_Single
0,2.026752327274747,1.0901940236181409,2.2614821417371727,-0.6657058719069946,2,0,0
0,-0.8644084008911711,-1.634827596376192,-1.0726746626292767,-0.8300707901019612,4,1,0
0,2.3477057786207,0.9811931588183676,1.4920613407295304,0.8135783918477043,3,1,0
0,-0.9562015179204555,-1.307825001976872,-0.5597274619575152,-0.008246199127128446,3,1,0
1,-0.18595622912437518,0.6541905644190477,-0.1750170614536942,0.1561187190678381,3,0,0
1,-0.6621195879530991,-0.9808224075775521,-0.816201062293396,-0.6657058719069946,4,1,0
0,-0.8214139666854172,1.5261974828172342,-1.3291482629651574,-0.9944357082969277,4,1,0
0,0.9192157021345277,0.6541905644190477,0.8508773398898287,0.1561187190678381,1,1,0
0,-0.40952728699429525,0.32718797001972766,-0.816201062293396,-0.33697603551706157,1,1,0
1,-0.16660873373178595,-1.0898232723773253,-0.6879642621254556,-0.172611117322095,4,1,0
0,-0.674373001701739,-0.10881548917936558,-0.1750170614536942,-0.33697603551706157,1,0,1
0,2.05942809727112,-0.8718215427777788,-0.30325386162163454,-0.008246199127128446,4,0,0
0,-0.6120310721033959,0.8721922940185942,0.08145653888218654,0.4848485554577712,4,1,0
0,-0.9183664158193922,-1.5258267315764187,-0.816201062293396,-0.5013409537120281,3,0,1
0,-0.25818687859004164,-0.3268172187789122,0.33793013921806725,0.9779433100426709,1,0,1
0,-1.1698838559230522,-1.9618301907755118,-1.3291482629651574,-0.9944357082969277,4,0,1
0,0.3082647920707654,0.7631914292188209,-0.1750170614536942,0.4848485554577712,4,1,0
0,-0.23153032938247428,1.0901940236181409,0.594403739553948,0.1561187190678381,2,1,0
0,0.08275898466158643,-0.6538198131782321,-0.1750170614536942,0.1561187190678381,4,1,0
1,0.8876147929932986,0.9811931588183676,1.2355877403936497,0.4848485554577712,1,1,0
0,-0.8089455807657486,-0.4358180835786855,0.4661669393860076,1.1423082282376373,4,1,0
0,0.4604650891591341,0.10918624042018105,0.08145653888218654,0.1561187190678381,4,0,1
0,-0.1354377689326144,-0.10881548917936558,0.594403739553948,0.9779433100426709,2,0,1
0,-0.6709334469652787,0.9811931588183676,-0.1750170614536942,-0.008246199127128446,1,0,1
0,0.07007562657088905,0.436188834819501,-0.04678026128575383,-0.6657058719069946,2,0,1
0,-0.8310877143817118,-1.8528293259757387,-1.200911462797217,-0.8300707901019612,4,0,1
0,0.38737455100935253,-0.6538198131782321,-0.6879642621254556,-0.33697603551706157,3,1,0
1,-0.7478934841935782,-0.6538198131782321,-0.9444378624613363,-0.5013409537120281,1,0,0
0,2.258062383301703,0.9811931588183676,2.133245341569232,3.114687246577236,1,1,0
1,2.373287466973123,1.7441992124167807,1.2355877403936497,-0.33697603551706157,3,1,0
0,-0.9132070837147017,-1.4168258667766453,-1.200911462797217,-0.9944357082969277,1,0,0
0,-0.7298358218271614,1.6351983476170073,-0.30325386162163454,-0.33697603551706157,3,1,0
0,-0.9579212952886857,-0.10881548917936558,0.2096933390501269,0.1561187190678381,2,0,1
1,-0.5415202000059596,-0.8718215427777788,-0.1750170614536942,-0.5013409537120281,2,1,0
0,-0.42694003284762555,-0.9808224075775521,-0.1750170614536942,0.4848485554577712,1,0,0
0,2.651891400626408,0.5451896996192743,1.6202981408974708,2.45722757379737,3,1,0
1,-0.895149421348285,-1.7438284611759653,-1.200911462797217,-0.8300707901019612,1,0,1
0,-0.3446056913436069,1.6351983476170073,-0.04678026128575383,0.1561187190678381,2,1,0
0,-0.8106653581339788,-1.634827596376192,-1.0726746626292767,-0.8300707901019612,3,1,0
0,-0.7663810909020523,-0.3268172187789122,-0.6879642621254556,-1.1588006264918942,4,1,0
0,-0.1928353385972958,-0.10881548917936558,-0.04678026128575383,-0.6657058719069946,1,1,0
1,1.518988059304794,-0.4358180835786855,0.4661669393860076,-0.008246199127128446,3,1,0
0,-0.3802910717343826,-1.634827596376192,-0.9444378624613363,-0.8300707901019612,4,1,0
0,2.88040681842999,2.071201806816101,2.133245341569232,-0.33697603551706157,1,0,0
1,0.016977500326783027,-0.8718215427777788,-0.6879642621254556,-0.172611117322095,4,0,0
0,0.058252157164306734,-0.10881548917936558,0.4661669393860076,-0.9944357082969277,3,0,1
0,0.44799670323946544,-0.3268172187789122,-0.30325386162163454,0.1561187190678381,3,0,0
0,-0.37298201791940444,-0.3268172187789122,0.594403739553948,1.4710380646275707,3,0,1
1,2.6217952966823805,1.4171966180174609,2.2614821417371727,3.2790521647722026,3,0,0
0,-0.36309329805208107,0.10918624042018105,-0.5597274619575152,-0.33697603551706157,2,1,0
0,0.6814564809767089,-0.7628206779780055,-0.1750170614536942,0.4848485554577712,1,1,0
0,2.508504962550219,0.7631914292188209,1.8767717412333516,2.45722757379737,2,1,0
0,1.8612237555825948,1.1991948884179142,1.4920613407295304,-0.8300707901019612,4,1,0
