OverTime,MonthlyIncome,Age,TotalWorkingYears,YearsAtCompany,JobSatisfaction,MaritalStatus_Married,MaritalStatus_Single,Attrition
0,2.026752327274747,1.0901940236181409,2.2614821417371727,-0.6657058719069946,-0.6479968271994002,False,False,0
0,-0.8644084008911711,-1.634827596376192,-1.0726746626292767,-0.8300707901019612,1.1535262668585071,True,False,0
0,2.3477057786207,0.9811931588183676,1.4920613407295304,0.8135783918477043,0.25276471982955345,True,False,0
0,-0.9562015179204555,-1.307825001976872,-0.5597274619575152,-0.008246199127128446,0.25276471982955345,True,False,0
1,-0.18595622912437518,0.6541905644190477,-0.1750170614536942,0.1561187190678381,0.25276471982955345,False,False,0
1,-0.6621195879530991,-0.9808224075775521,-0.816201062293396,-0.6657058719069946,1.1535262668585071,True,False,1
0,-0.8214139666854172,1.5261974828172342,-1.3291482629651574,-0.9944357082969277,1.1535262668585071,True,False,0
0,0.9192157021345277,0.6541905644190477,0.8508773398898287,0.1561187190678381,-1.5487583742283537,True,False,0
0,-0.40952728699429525,0.32718797001972766,-0.816201062293396,-0.33697603551706157,-1.5487583742283537,True,False,0
1,-0.16660873373178595,-1.0898232723773253,-0.6879642621254556,-0.172611117322095,1.1535262668585071,True,False,0
0,-0.674373001701739,-0.10881548917936558,-0.1750170614536942,-0.33697603551706157,-1.5487583742283537,False,True,1
0,2.05942809727112,-0.8718215427777788,-0.30325386162163454,-0.008246199127128446,1.1535262668585071,False,False,0
0,-0.6120310721033959,0.8721922940185942,0.08145653888218654,0.4848485554577712,1.1535262668585071,True,False,0
0,-0.9183664158193922,-1.5258267315764187,-0.816201062293396,-0.5013409537120281,0.25276471982955345,False,True,0
0,-0.25818687859004164,-0.3268172187789122,0.33793013921806725,0.9779433100426709,-1.5487583742283537,False,True,0
0,-1.1698838559230522,-1.9618301907755118,-1.3291482629651574,-0.9944357082969277,1.1535262668585071,False,True,1
0,0.3082647920707654,0.7631914292188209,-0.1750170614536942,0.4848485554577712,1.1535262668585071,True,False,1
0,-0.23153032938247428,1.0901940236181409,0.594403739553948,0.1561187190678381,-0.6479968271994002,True,False,0
0,0.08275898466158643,-0.6538198131782321,-0.1750170614536942,0.1561187190678381,1.1535262668585071,True,False,0
1,0.8876147929932986,0.9811931588183676,1.2355877403936497,0.4848485554577712,-1.5487583742283537,True,False,0
0,-0.8089455807657486,-0.4358180835786855,0.4661669393860076,1.1423082282376373,1.1535262668585071,True,False,0
0,0.4604650891591341,0.10918624042018105,0.08145653888218654,0.1561187190678381,1.1535262668585071,False,True,0
0,-0.1354377689326144,-0.10881548917936558,0.594403739553948,0.9779433100426709,-0.6479968271994002,False,True,0
0,-0.6709334469652787,0.9811931588183676,-0.1750170614536942,-0.008246199127128446,-1.5487583742283537,False,True,0
0,0.07007562657088905,0.436188834819501,-0.04678026128575383,-0.6657058719069946,-0.6479968271994002,False,True,0
0,-0.8310877143817118,-1.8528293259757387,-1.200911462797217,-0.8300707901019612,1.1535262668585071,False,True,0
0,0.38737455100935253,-0.6538198131782321,-0.6879642621254556,-0.33697603551706157,0.25276471982955345,True,False,0
1,-0.7478934841935782,-0.6538198131782321,-0.9444378624613363,-0.5013409537120281,-1.5487583742283537,False,False,0
0,2.258062383301703,0.9811931588183676,2.133245341569232,3.114687246577236,-1.5487583742283537,True,False,0
1,2.373287466973123,1.7441992124167807,1.2355877403936497,-0.33697603551706157,0.25276471982955345,True,False,0
0,-0.9132070837147017,-1.4168258667766453,-1.200911462797217,-0.9944357082969277,-1.5487583742283537,False,False,0
0,-0.7298358218271614,1.6351983476170073,-0.30325386162163454,-0.33697603551706157,0.25276471982955345,True,False,0
0,-0.9579212952886857,-0.10881548917936558,0.2096933390501269,0.1561187190678381,-0.6479968271994002,False,True,0
1,-0.5415202000059596,-0.8718215427777788,-0.1750170614536942,-0.5013409537120281,-0.6479968271994002,True,False,0
0,-0.42694003284762555,-0.9808224075775521,-0.1750170614536942,0.4848485554577712,-1.5487583742283537,False,False,0
0,2.651891400626408,0.5451896996192743,1.6202981408974708,2.45722757379737,0.25276471982955345,True,False,0
1,-0.895149421348285,-1.7438284611759653,-1.200911462797217,-0.8300707901019612,-1.5487583742283537,False,True,0
0,-0.3446056913436069,1.6351983476170073,-0.04678026128575383,0.1561187190678381,-0.6479968271994002,True,False,1
0,-0.8106653581339788,-1.634827596376192,-1.0726746626292767,-0.8300707901019612,0.25276471982955345,True,False,0
0,-0.7663810909020523,-0.3268172187789122,-0.6879642621254556,-1.1588006264918942,1.1535262668585071,True,False,0
0,-0.1928353385972958,-0.10881548917936558,-0.04678026128575383,-0.6657058719069946,-1.5487583742283537,True,False,0
1,1.518988059304794,-0.4358180835786855,0.4661669393860076,-0.008246199127128446,0.25276471982955345,True,False,1
0,-0.3802910717343826,-1.634827596376192,-0.9444378624613363,-0.8300707901019612,1.1535262668585071,True,False,0
0,2.88040681842999,2.071201806816101,2.133245341569232,-0.33697603551706157,-1.5487583742283537,False,False,0
1,0.016977500326783027,-0.8718215427777788,-0.6879642621254556,-0.172611117322095,1.1535262668585071,False,False,0
0,0.058252157164306734,-0.10881548917936558,0.4661669393860076,-0.9944357082969277,0.25276471982955345,False,True,0
0,0.44799670323946544,-0.3268172187789122,-0.30325386162163454,0.1561187190678381,0.25276471982955345,False,False,0
0,-0.37298201791940444,-0.3268172187789122,0.594403739553948,1.4710380646275707,0.25276471982955345,False,True,0
1,2.6217952966823805,1.4171966180174609,2.2614821417371727,3.2790521647722026,0.25276471982955345,False,False,0
0,-0.36309329805208107,0.10918624042018105,-0.5597274619575152,-0.33697603551706157,-0.6479968271994002,True,False,1
0,0.6814564809767089,-0.7628206779780055,-0.1750170614536942,0.4848485554577712,-1.5487583742283537,True,False,1
0,2.508504962550219,0.7631914292188209,1.8767717412333516,2.45722757379737,-0.6479968271994002,True,False,0
0,1.8612237555825948,1.1991948884179142,1.4920613407295304,-0.8300707901019612,1.1535262668585071,True,False,0
1,-0.687486304134494,2.289203536415647,-0.30325386162163454,-0.9944357082969277,-0.6479968271994002,True,False,0
0,-0.40737756528400754,-0.8718215427777788,-0.9444378624613363,-0.5013409537120281,0.25276471982955345,True,False,0
0,-0.2594767116162143,-0.3268172187789122,-0.1750170614536942,0.4848485554577712,1.1535262668585071,False,True,0
0,-0.4133967860728131,-1.0898232723773253,-1.0726746626292767,-0.6657058719069946,0.25276471982955345,True,False,0
0,-0.06449695249312053,0.5451896996192743,-0.1750170614536942,-0.33697603551706157,0.25276471982955345,False,True,0
1,-0.23153032938247428,0.436188834819501,0.08145653888218654,-0.172611117322095,1.1535262668585071,False,False,0
0,0.1900300980049423,0.0001853756204077356,0.08145653888218654,-0.33697603551706157,1.1535262668585071,False,True,0
1,-0.6133209051295685,-1.307825001976872,-0.5597274619575152,-0.008246199127128446,1.1535262668585071,True,False,1
0,-0.4310245040971722,-0.4358180835786855,-0.1750170614536942,0.4848485554577712,0.25276471982955345,True,False,0
0,-0.32977261154262183,-0.5448189483784588,0.08145653888218654,0.6492134736527377,0.25276471982955345,False,True,0
1,-0.6717933356493938,-0.10881548917936558,-0.6879642621254556,-0.9944357082969277,-1.5487583742283537,True,False,0
1,-0.8966542265454864,-1.1988241371770987,-0.816201062293396,-0.6657058719069946,-0.6479968271994002,False,False,1
0,0.8364514162884515,0.32718797001972766,0.8508773398898287,1.7997679010175038,0.25276471982955345,True,False,0
1,0.9321140323962539,0.21818710521995435,1.2355877403936497,2.2928626556024034,-1.5487583742283537,False,True,0
0,2.2230219194240135,1.1991948884179142,2.005008541401292,-0.33697603551706157,1.1535262668585071,False,True,0
0,-0.9093375846361839,-0.5448189483784588,-0.9444378624613363,-0.6657058719069946,1.1535262668585071,False,False,0
1,-0.5294817584283485,0.6541905644190477,1.1073509402257093,2.1284977374074368,0.25276471982955345,False,True,0
0,1.2092131608523375,0.21818710521995435,1.2355877403936497,1.7997679010175038,1.1535262668585071,False,False,1
1,-0.777774615966577,-1.8528293259757387,-1.3291482629651574,-0.9944357082969277,1.1535262668585071,False,True,1
0,-0.9583512396307432,0.21818710521995435,0.9791141400577691,-0.9944357082969277,1.1535262668585071,True,False,1
0,-0.8510801262873874,-0.3268172187789122,-1.200911462797217,-0.9944357082969277,0.25276471982955345,True,False,0
1,-0.12124960564471562,0.10918624042018105,0.7226405397218884,1.306673146432604,-1.5487583742283537,False,True,0
1,-0.3794311830502675,-0.9808224075775521,-0.4314906617895749,0.1561187190678381,-0.6479968271994002,True,False,0
0,-0.897944059571659,-0.9808224075775521,-0.6879642621254556,-0.5013409537120281,1.1535262668585071,False,False,1
0,-0.20444383583284934,0.8721922940185942,0.4661669393860076,1.306673146432604,0.25276471982955345,True,False,0
0,-0.48369268599922066,-1.1988241371770987,-0.5597274619575152,-0.008246199127128446,-1.5487583742283537,False,True,0
1,-0.24378374313111412,-0.10881548917936558,0.8508773398898287,1.4710380646275707,-0.6479968271994002,False,True,0
0,0.33879084035685064,1.1991948884179142,0.08145653888218654,-0.8300707901019612,-0.6479968271994002,True,False,0
1,-0.43467903100466126,0.6541905644190477,-0.4314906617895749,-0.33697603551706157,0.25276471982955345,False,False,0
1,0.008378613485632257,-0.6538198131782321,-0.4314906617895749,-0.33697603551706157,1.1535262668585071,False,False,0
1,-0.17133812149441888,-0.3268172187789122,0.594403739553948,1.306673146432604,1.1535262668585071,True,False,0
0,-0.671578363478365,1.0901940236181409,0.7226405397218884,-0.172611117322095,1.1535262668585071,True,False,0
0,-0.2396992718815675,-0.3268172187789122,-0.1750170614536942,0.1561187190678381,0.25276471982955345,True,False,0
0,-0.9738292359448146,-0.2178163539791389,-1.200911462797217,-0.8300707901019612,1.1535262668585071,True,False,0
0,-0.06084242558563145,0.10918624042018105,-0.30325386162163454,-0.008246199127128446,1.1535262668585071,True,False,0
0,-1.1438722232285712,-1.5258267315764187,-1.3291482629651574,-0.9944357082969277,0.25276471982955345,True,False,0
1,-0.7272561557748163,0.7631914292188209,0.9791141400577691,-0.9944357082969277,0.25276471982955345,False,False,1
0,-0.5931135210528642,-0.8718215427777788,-0.816201062293396,-0.33697603551706157,-1.5487583742283537,False,True,0
1,0.1158646990000169,-0.3268172187789122,-0.1750170614536942,0.4848485554577712,0.25276471982955345,True,False,0
0,-0.18703108997951903,-0.10881548917936558,-0.04678026128575383,0.32048363726280465,-0.6479968271994002,True,False,0
1,1.5118939776608447,1.9622009420163273,2.9026661425768743,4.265241673942002,-0.6479968271994002,False,False,0
0,2.281924294285896,0.6541905644190477,1.36382454056159,-0.5013409537120281,-1.5487583742283537,True,False,0
1,-0.33235227759496705,-0.5448189483784588,-0.1750170614536942,0.1561187190678381,0.25276471982955345,False,True,0
0,-0.4075925374550363,-0.5448189483784588,-0.9444378624613363,-1.1588006264918942,1.1535262668585071,False,True,0
0,-0.07825517143896177,-1.307825001976872,-0.6879642621254556,-0.172611117322095,1.1535262668585071,False,True,0
0,-0.4856274355384796,0.0001853756204077356,-0.1750170614536942,0.4848485554577712,1.1535262668585071,True,False,0
0,0.018912249866041952,0.8721922940185942,-0.30325386162163454,0.1561187190678381,0.25276471982955345,False,True,0
1,-0.8050760816872308,-0.4358180835786855,-0.6879642621254556,-0.6657058719069946,-1.5487583742283537,False,True,0
0,-0.5516238920443117,-0.6538198131782321,-0.9444378624613363,-0.8300707901019612,0.25276471982955345,False,False,0
0,-0.4811130199468754,-1.1988241371770987,-0.4314906617895749,-1.1588006264918942,0.25276471982955345,False,False,0
0,0.3110594302941394,0.9811931588183676,-0.6879642621254556,-0.8300707901019612,-0.6479968271994002,False,True,0
0,0.17025265827029554,-0.8718215427777788,-0.04678026128575383,0.6492134736527377,-1.5487583742283537,True,False,1
0,-1.1419374736893122,-1.7438284611759653,-1.4573850631330978,-1.1588006264918942,1.1535262668585071,False,True,0
0,2.8593395456691706,1.6351983476170073,2.7744293424089337,4.100876755747035,1.1535262668585071,True,False,1
0,-0.5640922779639803,0.0001853756204077356,0.7226405397218884,-0.6657058719069946,-1.5487583742283537,True,False,0
0,-0.2994615354275654,0.21818710521995435,-0.1750170614536942,0.4848485554577712,-1.5487583742283537,True,False,0
0,-0.8620437070098546,-1.0898232723773253,-0.816201062293396,-0.9944357082969277,1.1535262668585071,True,False,0
1,0.009023529998718565,-0.10881548917936558,0.7226405397218884,1.4710380646275707,1.1535262668585071,True,False,0
0,0.004939058749171948,1.3081957532176876,0.594403739553948,1.306673146432604,-1.5487583742283537,True,False,0
